356,11/3/2019,"1,139.29",-6.88,-0.60%
357,10/31/2019,"1,146.17",-3.17,-0.28%
358,10/24/2019,"1,149.34",6.73,0.59%
359,10/23/2019,"1,142.60",7.79,0.69%
360,10/22/2019,"1,134.80",2.4,0.21%
361,10/21/2019,"1,132.40",-1.33,-0.12%
362,10/20/2019,"1,133.72",-4.03,-0.35%
363,10/17/2019,"1,137.75",0.71,0.06%
364,10/16/2019,"1,137.04",-5.01,-0.44%
365,10/15/2019,"1,142.05",5.08,0.45%
366,10/14/2019,"1,136.96",-12.05,-1.05%
367,10/10/2019,"1,149.01",-0.39,-0.03%
368,10/3/2019,"1,149.40",8.69,0.76%
369,10/2/2019,"1,140.71",-4.98,-0.44%
370,10/1/2019,"1,145.69",10.13,0.89%
371,9/30/2019,"1,135.57",10.42,0.93%
372,9/29/2019,"1,125.15",-4.66,-0.41%
373,9/26/2019,"1,129.81",-1.73,-0.15%
374,9/25/2019,"1,131.53",-3.03,-0.27%
375,9/24/2019,"1,134.57",-6.42,-0.56%
376,9/23/2019,"1,140.99",1.73,0.15%
377,9/22/2019,"1,139.26",-16.05,-1.39%
378,9/19/2019,"1,155.30",-18.12,-1.54%
379,9/18/2019,"1,173.43",22.68,1.97%
380,9/17/2019,"1,150.74",26.91,2.39%
381,9/16/2019,"1,123.84",-16.18,-1.42%
382,9/15/2019,"1,140.02",-17.87,-1.54%
383,9/12/2019,"1,157.89",-5.33,-0.46%
384,9/11/2019,"1,163.21",-3.46,-0.30%
385,9/10/2019,"1,166.67",-2.24,-0.19%
386,9/9/2019,"1,168.92",-9.54,-0.81%
387,9/8/2019,"1,178.46",-12.61,-1.06%
388,9/5/2019,"1,191.07",-3.7,-0.31%
389,9/4/2019,"1,194.77",3.87,0.32%
390,9/3/2019,"1,190.91",20.57,1.76%
391,9/2/2019,"1,170.34",-14.45,-1.22%
392,9/1/2019,"1,184.79",-11.63,-0.97%
393,8/29/2019,"1,196.42",-1.33,-0.11%
394,8/28/2019,"1,197.75",-10.26,-0.85%
395,8/27/2019,"1,208.01",4.87,0.41%
396,8/26/2019,"1,203.13",-6.49,-0.54%
397,8/25/2019,"1,209.62",-3.45,-0.28%
398,8/22/2019,"1,213.07",-0.99,-0.08%
399,8/21/2019,"1,214.06",0.42,0.03%
400,8/20/2019,"1,213.64",-8.43,-0.69%
401,8/19/2019,"1,222.07",7.23,0.60%
402,8/18/2019,"1,214.83",-9.2,-0.75%
403,8/15/2019,"1,224.04",-1.86,-0.15%
404,8/14/2019,"1,225.90",-5.17,-0.42%
405,8/13/2019,"1,231.07",-2.78,-0.23%
406,8/12/2019,"1,233.85",0.13,0.01%
407,8/11/2019,"1,233.72",-4.84,-0.39%
408,8/8/2019,"1,238.56",-9.92,-0.79%
409,8/7/2019,"1,248.49",2.75,0.22%
410,8/6/2019,"1,245.73",-9.36,-0.75%
411,8/5/2019,"1,255.10",-4.55,-0.36%
412,8/4/2019,"1,259.64",-4.2,-0.33%
413,8/1/2019,"1,263.84",-1.74,-0.14%
414,7/31/2019,"1,265.58",6.2,0.49%
415,7/30/2019,"1,259.38",3.39,0.27%
416,7/29/2019,"1,255.99",3.18,0.25%
417,7/28/2019,"1,252.81",-17.11,-1.35%
418,7/25/2019,"1,269.92",-14.15,-1.10%
419,7/24/2019,"1,284.07",6.9,0.54%
420,7/23/2019,"1,277.17",5.94,0.47%
421,7/22/2019,"1,271.23",2.48,0.20%
422,7/21/2019,"1,268.75",-3.75,-0.29%
423,7/18/2019,"1,272.50",-2.37,-0.19%
424,7/17/2019,"1,274.86",15.85,1.26%
425,7/16/2019,"1,259.02",4.45,0.35%
426,7/15/2019,"1,254.57",5.08,0.41%
427,7/14/2019,"1,249.49",0.95,0.08%
428,7/11/2019,"1,248.53",-0.62,-0.05%
429,7/10/2019,"1,249.15",-1.12,-0.09%
430,7/9/2019,"1,250.27",2.92,0.23%
431,7/8/2019,"1,247.35",-8.7,-0.69%
432,7/7/2019,"1,256.05",-4.45,-0.35%
433,7/4/2019,"1,260.47",-8.27,-0.65%
434,7/3/2019,"1,268.68",15.62,1.25%
435,7/2/2019,"1,253.06",11.02,0.89%
436,7/1/2019,"1,242.04",-2.86,-0.23%
437,6/30/2019,"1,244.89",-12.27,-0.98%
438,6/27/2019,"1,257.16",-1.14,-0.09%
439,6/26/2019,"1,258.29",-2.78,-0.22%
440,6/25/2019,"1,261.07",0.96,0.08%
441,6/24/2019,"1,260.10",5.75,0.46%
442,6/23/2019,"1,254.35",-10.01,-0.79%
443,6/20/2019,"1,264.36",5.9,0.47%
444,6/19/2019,"1,258.47",-0.2,-0.02%
445,6/18/2019,"1,258.67",-2.23,-0.18%
446,6/17/2019,"1,260.90",2.63,0.21%
447,6/16/2019,"1,258.27",-11.36,-0.89%
448,6/13/2019,"1,269.56",-2.92,-0.23%
449,6/12/2019,"1,272.49",-3.5,-0.27%
450,6/11/2019,"1,275.99",0.17,0.01%
451,6/10/2019,"1,275.82",-8.77,-0.68%
452,6/6/2019,"1,284.59",-4.69,-0.36%
453,6/4/2019,"1,289.28",-3.56,-0.28%
454,6/3/2019,"1,292.84",-12.84,-0.98%
455,6/2/2019,"1,305.68",-13.79,-1.05%
456,5/30/2019,"1,319.47",5.58,0.43%
457,5/29/2019,"1,313.88",8.39,0.64%
458,5/28/2019,"1,305.49",2.53,0.19%
459,5/27/2019,"1,302.96",0.34,0.03%
460,5/26/2019,"1,302.61",-11.93,-0.91%
461,5/23/2019,"1,314.55",-5.08,-0.39%
462,5/22/2019,"1,319.63",7.49,0.57%
463,5/21/2019,"1,312.14",4.42,0.34%
464,5/20/2019,"1,307.71",-9.13,-0.69%
465,5/19/2019,"1,316.84",-1.87,-0.14%
466,5/16/2019,"1,318.71",-2.29,-0.17%
467,5/15/2019,"1,321.00",5.55,0.42%
468,5/14/2019,"1,315.45",14.12,1.08%
469,5/13/2019,"1,301.34",6.3,0.49%
470,5/12/2019,"1,295.03",3.07,0.24%
471,5/9/2019,"1,291.96",-5.64,-0.43%
472,5/8/2019,"1,297.60",-3.68,-0.28%
473,5/7/2019,"1,301.28",1.87,0.14%
474,5/6/2019,"1,299.41",21.73,1.70%
475,5/5/2019,"1,277.68",-16.71,-1.29%
476,5/2/2019,"1,294.39",-4.21,-0.32%
477,4/30/2019,"1,298.60",-11.7,-0.89%
478,4/29/2019,"1,310.31",-4.21,-0.32%
479,4/28/2019,"1,314.51",22.39,1.73%
480,4/25/2019,"1,292.12",12.83,1.00%
481,4/24/2019,"1,279.29",19.14,1.52%
482,4/23/2019,"1,260.68",3.74,0.30%
483,4/22/2019,"1,256.94",-7.26,-0.57%
484,4/21/2019,"1,264.20",31.89,2.59%
485,4/18/2019,"1,232.26",15.22,1.25%
486,4/17/2019,"1,217.04",4.99,0.41%
487,4/16/2019,"1,212.05",23.33,1.96%
488,4/15/2019,"1,188.71",4.7,0.40%
489,4/11/2019,"1,184.02",-0.59,-0.05%
490,4/10/2019,"1,184.61",3.52,0.30%
491,4/9/2019,"1,181.10",-10.58,-0.89%
492,4/8/2019,"1,191.68",9.32,0.79%
493,4/7/2019,"1,182.36",17.16,1.47%
494,4/4/2019,"1,165.20",-0.64,-0.05%
495,4/3/2019,"1,165.84",2.01,0.17%
496,4/2/2019,"1,163.47",13.72,1.19%
497,4/1/2019,"1,149.99",6.43,0.56%
498,3/31/2019,"1,143.59",-0.91,-0.08%
499,3/28/2019,"1,144.53",2.01,0.18%
500,3/27/2019,"1,140.71",0,0.00%
